TimeStamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10
40.1797,6.555,-11.908,13.69,-6.453
40.1836,-9.212,4.917,-1.423,1.877
40.1875,3.951,-15.003,-2.425,2.874
40.1914,-1.681,-9.455,-3.885,-4.066
40.1953,26.053,12.83,-6.172,15.025
40.1992,14.321,9.684,12.891,17.723
40.2031,9.116,22.47,-0.59,-6.939
40.207,1.574,6.206,-10.135,12.597
40.2109,4.314,7.993,-16.26,6.094
40.2148,1.711,4.194,-9.683,-16.409
40.2188,15.738,-8.852,-4.781,9.632
40.2227,-12.419,-1.298,-12.624,2.743
40.2266,-13.798,-3.528,-1.892,2.275
40.2305,-6.187,15.984,8.818,-14.273
40.2344,13.667,13.902,-9.966,-9.866
40.2383,1.06,10.983,-0.839,5.114
40.2422,3.841,6.517,-7.535,-7.568
40.2461,-15.089,-6.823,-1.725,1.19
40.25,1.655,4.877,-9.64,-5.941
40.2539,-5.205,-0.792,-10.237,-0.579
40.2578,5.002,-3.876,-14.874,-5.174
40.2617,-12.151,-0.973,7.325,-13.238
40.2656,5.348,-9.769,-0.992,-17.761
40.2695,-2.332,3.119,-18.754,-13.129
40.2734,-8.553,-13.825,-9.964,-11.251
40.2773,-14.491,4.503,0.723,-22.1
40.2812,10.711,-4.217,-3.223,1.962
40.2852,-3.374,-9.661,-10.873,0.836
40.2891,-5.722,1.816,-2.072,1.818
40.293,3.985,-8.957,-11.659,0.205
40.2969,-5.042,15.283,-11.399,2.14
40.3008,0.678,4.926,7.964,-9.094
40.3047,16.099,-14.151,2.117,14.984
40.3086,6.542,-9.134,15.76,-0.336
40.3125,9.17,4.203,11.431,13.709
40.3164,27.684,-0.241,4.29,-5.649
40.3203,1.147,10.806,13.959,9.266
40.3242,11.982,11.638,8.792,0.905
40.3281,7.741,17.868,21.059,-0.769
40.332,-5.898,1.755,11.943,9.773
40.3359,7.633,17.772,13.366,-0.283
40.3398,6.799,0.063,16.134,14.437
40.3438,0.151,4.253,-5.441,-3.061
40.3477,-10.407,17.325,-11.773,-4.328
40.3516,2.472,-4.434,15.826,2.285
40.3555,0.725,4.001,-7.3,0.939
40.3594,5.65,6.246,-8.523,-4.517
40.3633,-15.7,-8.101,-4.423,-3.174
40.3672,-15.714,-15.152,-3.181,-7.4
40.3711,-10.425,1.023,0.212,16.768
40.375,-2.359,0.022,-5.095,-1.303
40.3789,-0.059,5.622,12.851,13.423
40.3828,0.949,-5.768,-4.547,3.591
40.3867,-9.725,-1.02,3.048,-3.296
40.3906,7.943,-9.575,13.247,7.984
40.3945,6.389,-0.371,8.233,9.26
40.3984,-0.024,8.649,-8.112,24.695
40.4023,-0.512,-7.331,7.314,-5.464
40.4062,5.337,16.588,15.245,36.034
40.4102,18.143,-4.675,4.041,5.577
40.4141,9.256,-9.038,-6.418,-3.176
40.418,-0.398,15.958,-4.954,28.974
40.4219,19.03,6.08,-5.182,12.808
40.4258,12.183,-2.19,12.052,12.828
40.4297,9.432,-3.541,6.189,9.78
40.4336,5.894,-0.188,-2.863,-8.375
40.4375,-2.014,8.535,3.232,-1.851
40.4414,-10.963,-1.989,-8.861,2.339
40.4453,-3.179,3.617,-10.667,-5.518
40.4492,-0.297,-0.298,4.621,-6.81
40.4531,-5.244,7.73,-15.714,-27.066
40.457,-0.569,-3.328,-8.792,-3.557
40.4609,-5.304,-3.472,6.941,-15.802
40.4648,-2.329,-19.457,-8.514,0.869
40.4688,5.661,0.966,5.788,-9.25
40.4727,-4.042,3.23,-5.453,-2.56
40.4766,-12.983,13.142,3.901,-23.228
40.4805,2.287,-0.186,9.019,-3.894
40.4844,-2.817,1.172,4.562,5.216
40.4883,-14.617,-13.339,14.636,-3.301
40.4922,-1.638,17.87,0.559,-2.874
40.4961,-6.9,11.056,12.847,-11.784
40.5,7.547,6.556,12.902,8.757
40.5039,11.883,10.357,8.498,15.981
40.5078,11.046,4.086,-7.188,-5.194
40.5117,5.179,9.331,-2.445,20.457
40.5156,6.408,6.434,19.382,9.604
40.5195,15.702,9.499,-26.538,16.209
40.5234,-8.233,-0.091,-17.336,27.696
40.5273,2.369,-1.39,0.35,10.573
40.5312,-9.553,-3.793,-11.413,3.757
40.5352,1.325,-15.159,-11.716,2.365
40.5391,3.251,4.921,-2.841,14.637
40.543,10.179,-3.599,-0.031,7.71
40.5469,3.171,8.96,5.221,-16.739
40.5508,-8.914,8.0,-14.362,-8.066
40.5547,-14.896,-9.318,-4.58,-8.415
40.5586,-16.672,-1.429,6.941,-5.69
40.5625,-5.265,-14.153,-22.99,2.739
40.5664,3.072,5.296,0.422,-20.076
40.5703,-24.599,-22.437,-8.837,16.274
40.5742,-15.495,-14.062,6.978,-3.769
40.5781,0.531,4.477,16.921,-1.378
40.582,-9.917,-4.001,-20.879,-12.008
40.5859,-2.786,-21.068,5.967,2.737
40.5898,-1.116,13.814,2.593,9.392
40.5938,16.436,-9.778,2.304,-12.899
40.5977,8.314,2.446,-1.785,-9.125
40.6016,10.013,-3.766,1.965,3.415
40.6055,21.205,-5.706,-1.273,2.714
40.6094,-4.458,3.383,-4.831,6.213
40.6133,-3.824,12.425,7.118,-1.936
40.6172,19.399,10.957,-17.164,7.192
40.6211,20.918,-8.527,2.033,-13.121
40.625,3.564,2.218,4.064,-2.893
40.6289,6.971,-6.147,-9.853,20.441
40.6328,7.248,15.814,-12.534,2.159
40.6367,2.061,1.613,5.609,7.879
40.6406,1.11,9.924,10.861,-4.499
40.6445,2.623,-6.419,6.48,-4.315
40.6484,5.869,21.755,6.17,-23.28
40.6523,-0.864,-6.319,-9.805,-10.948
40.6562,-4.433,-15.149,-3.023,-12.138
40.6602,2.873,-11.025,-7.195,-6.012
40.6641,5.762,1.499,0.208,-4.004
40.668,-1.62,-0.626,3.592,-21.542
40.6719,11.023,3.405,-2.924,4.166
40.6758,-13.123,2.641,18.241,-9.733
40.6797,-4.892,-7.549,10.685,-7.328
40.6836,6.205,2.345,4.906,-10.332
40.6875,5.775,8.016,3.638,3.512
40.6914,1.735,8.022,-3.89,12.249
40.6953,0.55,7.115,0.997,-2.482
40.6992,1.58,-1.119,11.189,-7.321
40.7031,4.186,-12.729,14.245,1.341
40.707,1.542,-1.739,2.004,7.061
40.7109,-1.879,-6.837,7.667,3.977
40.7148,5.555,5.824,-4.269,22.581
40.7188,0.751,-5.0,-10.471,-6.079
40.7227,8.968,10.758,19.614,13.711
40.7266,-2.818,0.903,-5.846,8.048
40.7305,6.024,5.645,6.282,-8.17
40.7344,-6.084,-10.986,-12.01,19.848
40.7383,-18.612,-5.013,-10.199,-3.5
40.7422,-8.645,-4.914,-8.923,-4.429
40.7461,-17.992,-19.108,-9.3,13.361
40.75,-10.515,-17.193,-8.798,6.059
40.7539,6.873,-11.32,11.204,-10.368
40.7578,-10.006,-14.608,-5.847,-10.935
40.7617,-6.532,11.755,-18.255,-24.289
40.7656,-13.602,-18.325,-14.396,-10.923
40.7695,-27.164,-12.176,8.709,-7.349
40.7734,-16.302,-11.465,7.017,-22.321
40.7773,3.599,-12.797,-17.117,-11.048
40.7812,-21.403,-5.193,2.061,-2.856
40.7852,2.012,-4.612,-0.558,-6.639
40.7891,-23.974,-4.334,2.515,-14.669
40.793,-10.046,-4.918,2.844,10.082
40.7969,0.504,-3.857,-6.388,-8.36
40.8008,8.634,-7.414,-6.587,-19.293
40.8047,-2.213,-5.358,-4.723,16.509
40.8086,10.923,4.5,12.055,-0.69
40.8125,1.726,-9.912,5.106,18.034
40.8164,-5.59,6.844,-5.357,5.823
40.8203,12.992,19.429,1.234,8.304
40.8242,20.304,-5.77,13.873,7.27
40.8281,14.278,11.665,3.377,-2.367
40.832,-12.318,3.715,10.954,1.515
40.8359,-6.425,16.855,-7.5,-6.753
40.8398,1.396,18.706,12.06,-1.746
40.8438,-10.301,10.225,-0.921,-2.635
40.8477,0.692,2.407,9.709,-6.879
40.8516,-7.637,5.132,-0.443,3.967
40.8555,-3.307,14.336,-2.874,-4.227
40.8594,-10.278,4.893,10.941,-3.369
40.8633,2.012,12.866,2.407,-10.812
40.8672,14.802,-3.376,8.948,-4.671
40.8711,5.09,2.948,-4.793,-3.712
40.875,18.136,-4.203,-8.944,21.708
40.8789,-8.633,-14.282,-7.822,21.154
40.8828,0.45,-10.834,-7.903,11.654
40.8867,1.372,-5.589,12.036,-9.687
40.8906,8.641,-9.034,3.444,7.005
40.8945,9.218,3.608,4.792,4.264
40.8984,10.752,-12.331,9.269,3.529
40.9023,1.082,7.837,-7.8,-0.332
40.9062,1.764,12.722,-6.248,-0.756
40.9102,-2.186,-0.17,-12.32,6.284
40.9141,13.989,-8.647,4.686,21.751
40.918,20.245,-23.245,-8.123,12.938
40.9219,8.789,-1.229,-5.136,15.429
40.9258,22.781,-11.724,-1.107,16.798
40.9297,3.522,-5.458,-15.867,18.611
40.9336,9.673,-15.825,3.992,-5.167
40.9375,5.119,-6.531,-22.566,3.911
40.9414,20.052,0.278,-11.516,-9.281
40.9453,14.794,-0.822,0.998,-5.65
40.9492,8.664,10.465,-23.708,1.294
40.9531,-3.696,17.691,1.061,-31.571
40.957,-19.504,-16.914,-0.521,-6.738
40.9609,-12.194,-10.539,1.316,2.547
40.9648,-5.15,-5.796,2.776,-22.146
40.9688,-2.698,7.013,-12.465,-2.545
40.9727,4.646,3.604,-7.926,4.273
40.9766,-9.344,-4.717,9.213,-0.831
40.9805,-9.925,-7.472,13.875,-0.574
40.9844,5.995,6.901,-15.218,6.493
40.9883,5.985,2.119,-2.985,-2.654
40.9922,0.863,7.462,-2.954,-8.76
40.9961,-0.041,21.294,5.138,-4.174
41.0,7.69,-0.283,0.688,15.575
41.0039,-0.957,-3.389,16.567,16.485
41.0078,12.291,8.973,6.573,1.506
41.0117,-3.26,3.456,3.843,6.956
41.0156,5.387,24.183,18.113,3.835
41.0195,15.97,0.561,-2.55,19.819
41.0234,-0.903,0.189,-11.578,5.446
41.0273,18.018,-5.461,6.601,6.322
41.0312,15.397,1.15,6.015,-9.143
41.0352,-7.222,-3.94,-5.486,13.486
41.0391,8.64,1.758,3.385,-12.098
41.043,-1.441,14.024,-15.069,-19.494
41.0469,9.669,-4.818,-19.243,-9.868
41.0508,-14.945,-6.011,8.946,-2.105
41.0547,0.931,-3.563,-23.037,-3.375
41.0586,9.529,-0.773,-13.616,17.733
41.0625,-1.515,-17.425,-8.911,-20.553
41.0664,-10.15,-18.94,-15.93,4.361
41.0703,6.742,7.517,-3.844,-26.144
41.0742,-2.787,-10.604,-6.192,-3.571
41.0781,2.25,-5.257,0.349,-9.301
41.082,-11.571,-7.881,-19.818,0.231
41.0859,-4.553,-5.765,-16.774,-7.309
41.0898,17.04,2.347,-12.698,-1.493
41.0938,4.731,-4.103,3.911,16.784
41.0977,13.962,-14.326,-12.026,6.196
41.1016,13.531,24.187,-7.432,-1.526
41.1055,6.185,-10.135,12.046,-3.185
41.1094,0.068,11.161,-7.885,8.307
41.1133,-7.203,10.993,-10.881,14.093
41.1172,5.634,0.029,0.607,2.386
41.1211,-5.879,2.699,-0.783,2.083
41.125,2.03,17.697,2.146,24.073
41.1289,4.873,15.87,-0.84,21.194
41.1328,-9.47,1.066,-4.742,21.461
41.1367,2.51,6.99,7.219,-6.907
41.1406,7.593,9.476,-10.52,10.312
41.1445,-8.774,-5.73,9.691,22.428
41.1484,-10.7,9.344,4.778,14.624
41.1523,-4.075,-6.479,7.56,-13.815
41.1562,5.661,0.146,25.285,-9.289
41.1602,-33.595,-2.549,-11.586,6.998
41.1641,-4.065,-8.972,-1.422,-15.203
41.168,-11.18,-3.373,-3.488,-1.403
41.1719,5.629,-2.634,-4.396,-0.324
41.1758,-21.797,-2.077,11.026,3.382
41.1797,-8.226,-13.214,-8.609,16.232
41.1836,2.365,14.207,-2.378,3.035
41.1875,-18.209,15.666,-6.081,-9.998
41.1914,2.673,-10.015,1.16,16.368
41.1953,5.598,-9.945,-14.36,-0.655
41.1992,5.093,6.724,-14.989,9.531
41.2031,-9.444,-14.224,-3.651,-14.935
41.207,12.559,2.461,-7.061,9.172
41.2109,-0.138,11.613,0.871,5.796
41.2148,7.305,-2.315,-11.835,-2.844
41.2188,8.305,7.921,-22.058,-10.693
41.2227,10.324,0.776,8.983,4.815
41.2266,17.538,10.831,-1.71,4.202
41.2305,12.25,-26.346,5.486,5.723
41.2344,11.147,6.204,-18.251,-4.609
41.2383,7.265,18.725,-2.321,11.175
41.2422,8.257,-4.938,-14.465,-13.242
41.2461,-15.915,-7.578,0.908,-5.891
41.25,-6.021,-14.957,-0.677,-7.269
41.2539,-18.017,4.428,-12.162,-23.071
41.2578,6.235,-12.816,-2.168,-7.345
41.2617,-0.797,-1.57,-10.26,-9.845
41.2656,-10.628,-17.14,-9.652,-6.52
41.2695,-7.982,-6.225,-6.59,-4.563
41.2734,-14.947,4.639,-4.426,-16.116
41.2773,-2.685,0.952,17.976,-17.426
41.2812,-7.223,5.195,1.884,-14.141
41.2852,16.721,10.27,0.483,-10.662
41.2891,3.03,-3.303,-3.236,-3.355
41.293,9.24,10.599,-0.354,-0.774
41.2969,7.97,-12.23,8.95,-0.151
41.3008,14.357,-3.64,10.245,-5.274
41.3047,11.975,7.256,-6.489,20.212
41.3086,8.487,-1.271,13.295,-3.963
41.3125,7.39,-12.88,6.629,8.113
41.3164,0.9,15.957,-7.985,0.44
41.3203,-0.324,2.426,-6.34,-2.25
41.3242,4.079,-13.639,3.291,18.958
41.3281,9.538,-16.885,0.672,3.292
41.332,-10.219,0.873,5.024,8.426
41.3359,13.641,2.317,28.348,3.003
41.3398,-10.97,-2.675,13.751,-6.683
41.3438,-0.874,-1.701,-0.472,2.089
41.3477,9.185,-1.646,-13.915,5.289
41.3516,-6.484,3.379,15.297,0.443
41.3555,4.547,-4.853,5.224,5.849
41.3594,-14.012,-1.061,-8.223,11.298
41.3633,-13.661,-19.537,7.096,-3.524
41.3672,7.908,-9.707,-10.824,-7.002
41.3711,-7.625,-6.89,-7.276,-16.869
41.375,-21.021,-5.123,-0.404,-17.684
41.3789,-9.018,0.785,-10.76,3.523
41.3828,-10.729,16.146,3.309,-8.293
41.3867,-6.985,12.912,3.767,-11.873
41.3906,-0.682,9.345,6.936,-0.541
41.3945,-0.763,1.317,16.738,16.572
41.3984,10.153,-1.539,-1.347,15.491
41.4023,-6.23,13.508,13.377,-2.275
41.4062,-3.954,2.357,-8.201,6.014
41.4102,1.515,8.718,3.465,-15.641
41.4141,-5.505,14.667,-7.569,20.225
41.418,-3.169,13.714,-5.301,4.511
41.4219,11.734,-6.253,4.644,-0.651
41.4258,-8.296,11.57,-4.246,1.711
41.4297,-5.333,2.56,7.729,5.335
41.4336,-14.929,10.526,-6.633,8.209
41.4375,7.961,-6.134,-6.589,17.311
41.4414,-3.231,-0.538,5.609,-8.691
41.4453,-16.919,-0.757,2.691,1.153
41.4492,1.299,12.845,-14.212,5.357
41.4531,-16.474,16.564,7.039,-12.364
41.457,-5.751,1.814,-5.484,-8.296
41.4609,-16.214,-8.758,8.069,-2.664
41.4648,-5.967,16.593,-10.752,-4.529
41.4688,-3.421,10.33,-4.692,-6.931
41.4727,-12.162,-8.375,-11.413,-17.027
41.4766,-5.173,1.745,3.174,-11.662
41.4805,14.792,5.264,8.482,-6.336
41.4844,0.023,-17.725,-6.836,5.796
41.4883,11.307,-3.425,5.182,-11.463
41.4922,7.745,-9.509,-3.669,-6.429
41.4961,10.191,-6.178,2.461,-11.613
41.5,1.528,-4.722,11.776,11.228
41.5039,0.915,7.282,5.703,4.172
41.5078,11.469,18.424,2.549,1.273
41.5117,15.224,-5.841,23.793,-10.936
41.5156,0.487,10.108,9.358,4.261
41.5195,5.782,-11.805,-8.346,-5.998
41.5234,15.504,14.075,-5.766,-0.066
41.5273,10.698,10.947,4.225,-6.29
41.5312,4.201,2.414,0.838,8.472
41.5352,10.722,2.027,15.051,9.942
41.5391,11.895,0.098,11.202,-4.174
41.543,8.034,-1.609,11.108,-10.731
41.5469,9.202,6.195,-0.611,-8.724
41.5508,5.051,4.106,-4.598,-20.721
41.5547,0.508,12.821,-5.871,-8.006
41.5586,-2.028,-4.762,0.704,-8.338
41.5625,-12.861,8.868,-10.683,-25.572
41.5664,-2.725,-9.923,-5.466,-7.214
41.5703,-7.179,-0.799,-22.931,-0.149
41.5742,-17.252,-15.724,-4.38,-4.298
41.5781,-16.753,-4.111,-1.997,-24.353
41.582,-16.093,11.57,-3.641,-14.491
41.5859,-13.218,6.642,0.963,1.021
41.5898,-1.881,11.218,-0.726,-17.964
41.5938,-5.95,0.281,7.685,4.641
41.5977,-3.614,1.51,-19.948,0.499
41.6016,7.754,18.43,5.149,-1.237
41.6055,-3.28,6.784,2.262,20.046
41.6094,-3.874,2.13,11.827,5.961
41.6133,-0.834,-7.214,-5.141,7.137
41.6172,2.209,16.734,-3.568,7.575
41.6211,0.833,-8.255,6.537,-8.216
41.625,4.619,-8.068,17.395,9.504
41.6289,4.87,10.716,10.107,5.641
41.6328,-1.781,5.942,13.712,14.652
41.6367,8.093,-3.694,-0.186,19.329
41.6406,-9.266,9.732,-1.159,11.728
41.6445,-3.297,8.522,8.987,17.077
41.6484,-2.517,17.196,16.965,1.401
41.6523,-14.824,-17.001,-0.479,-10.446
41.6562,-0.544,-9.562,-4.673,-1.601
41.6602,-13.885,-19.333,-4.606,-6.806
41.6641,-1.59,-5.484,13.743,-13.598
41.668,-10.791,14.104,1.898,2.711
41.6719,-3.005,-13.698,12.625,-0.375
41.6758,0.625,17.586,7.496,-13.518
41.6797,-14.582,5.352,6.474,-3.649
41.6836,0.728,1.151,5.21,-2.193
41.6875,-15.119,-9.839,-0.594,4.31
41.6914,-11.881,-0.678,-2.896,-1.518
41.6953,-1.264,2.224,-14.799,-2.136
41.6992,0.132,-16.256,8.114,-12.688
41.7031,6.729,8.16,6.993,0.407
41.707,9.815,-10.353,-0.082,11.754
41.7109,14.17,6.306,-6.242,21.659
41.7148,-6.047,5.406,-7.055,-5.79
41.7188,18.192,5.493,-10.864,6.141
41.7227,0.24,6.372,6.97,-9.773
41.7266,-2.406,11.757,-1.578,4.896
41.7305,3.928,2.769,-3.116,2.565
41.7344,1.97,4.582,-35.778,-12.752
41.7383,7.846,-8.04,-12.632,-1.322
41.7422,-13.992,0.691,10.262,9.885
41.7461,1.434,-9.014,-20.91,-3.875
41.75,-6.553,-0.49,-9.514,-12.996
41.7539,-9.446,-13.633,-0.643,-0.615
41.7578,-8.321,-7.727,-20.432,-23.149
41.7617,-5.322,-12.338,8.375,-2.811
41.7656,-14.401,-1.567,-7.548,-0.109
41.7695,-3.949,-2.455,-6.509,-5.476
41.7734,6.641,-12.839,6.833,-1.558
41.7773,-10.801,-4.361,0.715,6.562
41.7812,-7.724,-15.342,4.981,1.063
41.7852,5.274,-11.688,-0.161,1.305
41.7891,-26.595,-3.958,7.69,-10.835
41.793,2.623,-0.672,-10.082,0.245
41.7969,12.636,-5.217,-1.724,3.976
41.8008,17.02,-8.513,-4.608,8.1
41.8047,8.508,-5.05,6.768,1.448
41.8086,-2.818,-13.267,-2.078,-0.261
41.8125,-2.008,8.966,10.205,-1.647
41.8164,24.581,-4.092,8.825,4.382
41.8203,0.766,-6.242,0.93,26.076
41.8242,2.604,3.545,-0.127,4.02
41.8281,3.356,-12.979,14.933,0.152
41.832,-5.009,-1.615,-3.629,-1.964
41.8359,17.469,-4.496,-16.276,9.443
41.8398,-5.677,3.896,6.902,8.614
41.8438,6.516,4.465,-5.857,3.98
41.8477,-6.182,-3.944,0.987,3.741
41.8516,-12.528,-9.225,-3.003,-7.079
41.8555,-1.364,-8.112,-17.512,-2.131
41.8594,-9.533,3.58,-3.545,-3.421
41.8633,-8.089,0.181,3.129,11.476
41.8672,4.152,17.973,-0.303,10.19
41.8711,-0.551,2.695,-3.228,-2.902
41.875,-2.864,13.284,10.403,7.897
41.8789,-8.435,-5.917,2.83,-8.85
41.8828,1.977,-9.013,4.045,-0.975
41.8867,-9.231,9.203,4.243,-5.713
41.8906,5.555,8.021,-5.62,-3.73
41.8945,-14.377,-3.187,-2.609,5.807
41.8984,12.582,-8.73,-3.982,15.803
41.9023,12.165,9.926,15.239,-1.134
41.9062,10.269,-0.337,10.773,7.32
41.9102,-0.965,8.191,15.111,7.313
41.9141,10.303,7.563,2.828,-3.904
41.918,-1.321,-6.823,-2.482,3.25
41.9219,0.682,0.715,-6.127,20.75
41.9258,-0.829,-3.323,11.675,6.191
41.9297,6.465,-1.462,-6.982,18.468
41.9336,-12.013,5.916,14.72,4.757
41.9375,-13.388,-11.655,0.013,-3.43
41.9414,-12.843,11.354,5.865,-1.359
41.9453,-8.782,-1.567,-6.284,14.47
41.9492,-14.206,-2.262,-8.121,16.13
41.9531,-25.468,16.057,-3.615,-3.988
41.957,0.36,9.445,0.198,-9.859
41.9609,-13.217,3.8,12.913,-8.647
41.9648,-24.476,10.136,0.267,-17.899
41.9688,-18.234,-7.474,-9.371,-7.704
41.9727,-9.425,-15.234,1.876,-8.889
41.9766,13.37,15.775,10.702,0.49
41.9805,6.746,-0.772,-5.253,-2.608
41.9844,-8.075,3.747,9.589,-12.085
41.9883,3.469,-4.651,-3.186,-16.798
41.9922,-5.69,6.25,9.521,6.936
41.9961,27.887,-4.672,8.491,3.918
42.0,8.497,-0.906,19.602,-7.987
42.0039,11.112,-12.713,-7.353,13.666
42.0078,20.862,17.893,19.689,8.998
42.0117,10.523,13.78,-2.742,-3.487
42.0156,17.579,7.438,3.05,22.819
42.0195,7.33,12.443,10.803,23.694
42.0234,18.524,3.236,0.891,12.939
42.0273,9.423,-8.032,8.062,2.609
42.0312,6.615,11.263,-3.112,2.075
42.0352,0.69,4.156,15.879,-4.344
42.0391,-6.318,-14.59,6.552,7.695
42.043,3.558,11.453,11.533,-4.802
42.0469,-1.797,-0.728,10.938,-9.041
42.0508,-0.038,-25.4,-4.571,9.625
42.0547,-10.804,-1.406,-9.999,7.75
42.0586,4.363,3.825,-9.017,-11.91
42.0625,-25.736,-10.762,-20.209,-11.817
42.0664,-0.933,-20.281,-1.718,-6.557
42.0703,-12.91,0.8,-8.528,-14.127
42.0742,-13.851,-9.24,-10.014,-2.405
42.0781,-7.154,-5.15,-10.456,-14.468
42.082,-28.28,-14.858,-2.489,-5.08
42.0859,-17.361,-3.209,6.653,1.56
42.0898,4.824,-11.117,-18.768,-6.808
42.0938,-4.707,-5.638,-1.048,13.008
42.0977,2.413,-15.865,16.661,8.746
42.1016,5.942,-4.156,-6.127,12.537
42.1055,1.674,4.724,16.602,2.452
42.1094,5.491,-22.748,3.708,4.505
42.1133,1.233,7.321,7.715,6.792
42.1172,-6.921,-7.686,1.545,-1.169
42.1211,5.3,-2.285,1.884,30.283
42.125,10.578,10.95,16.262,-3.615
42.1289,1.337,-1.08,-0.797,9.155
42.1328,9.078,-3.539,-1.751,16.51
42.1367,-3.606,-7.865,-18.103,11.423
42.1406,3.667,19.359,5.62,11.228
42.1445,14.716,13.143,8.612,7.979
42.1484,-7.716,6.759,12.374,10.135
42.1523,14.319,29.119,17.259,-5.387
42.1562,-2.316,2.315,-3.633,0.913
42.1602,0.598,-0.053,10.284,-17.718
42.1641,-1.527,-1.516,11.716,-7.995
42.168,-2.123,-6.01,-0.75,-10.242
42.1719,-12.179,-2.131,-8.707,5.1
42.1758,0.514,7.693,9.201,-7.958
42.1797,-2.719,7.429,-10.41,-20.192
42.1836,-1.5,4.976,-6.187,11.699
42.1875,0.695,-5.207,1.51,-15.141
42.1914,15.286,18.207,15.225,-10.369
42.1953,-1.813,-10.024,16.725,3.762
42.1992,-2.358,-8.596,8.423,0.33
42.2031,11.664,-8.159,-12.117,8.696
42.207,-10.152,3.712,10.822,4.129
42.2109,-5.843,10.122,1.127,11.177
42.2148,8.353,-4.854,4.398,21.869
42.2188,-2.406,6.03,-2.657,3.85
42.2227,2.222,17.784,-12.384,13.736
42.2266,1.541,-3.328,6.378,-6.747
42.2305,7.661,14.473,12.691,11.068
42.2344,-14.62,0.034,-14.259,1.103
42.2383,2.304,-2.849,-0.02,-10.663
42.2422,4.57,-9.154,-0.542,1.635
42.2461,0.352,-2.746,0.028,-1.355
42.25,-5.369,14.796,-5.874,-12.431
42.2539,-7.785,-10.597,-7.365,-15.666
42.2578,4.931,-3.349,-17.828,-7.743
42.2617,0.18,7.553,-28.579,-16.568
42.2656,4.706,-3.921,-12.885,-20.647
42.2695,-0.745,-1.053,1.782,-15.157
42.2734,-0.186,0.487,-1.953,0.232
42.2773,6.24,3.741,-4.395,1.321
42.2812,-2.558,-19.141,0.927,-25.152
42.2852,10.402,7.926,-7.424,-13.897
42.2891,-1.702,15.953,-13.008,-3.032
42.293,20.422,-5.248,-12.722,-0.621
42.2969,6.308,-20.235,12.525,-8.01
42.3008,7.223,0.385,4.968,9.069
42.3047,4.151,-2.733,23.538,10.091
42.3086,2.492,9.222,8.237,-3.759
42.3125,4.181,1.118,18.495,-16.451
42.3164,11.202,1.137,-9.766,-2.696
42.3203,20.825,-8.998,-5.464,4.865
42.3242,-0.361,6.092,-3.74,10.492
42.3281,14.411,6.42,-2.074,4.258
42.332,13.248,8.698,1.032,14.565
42.3359,18.714,20.762,-11.172,-14.336
42.3398,0.69,12.02,2.92,-3.742
42.3438,6.308,1.62,-3.567,-1.862
42.3477,8.517,10.652,10.75,3.588
42.3516,8.284,-4.339,7.259,8.157
42.3555,-10.146,-4.885,16.371,-10.983
42.3594,-29.9,-11.247,10.142,0.807
42.3633,-5.505,12.007,20.935,-2.813
42.3672,-19.314,-5.792,10.18,5.353
42.3711,-21.282,-4.652,1.025,-0.882
42.375,-13.303,-0.312,-6.566,-6.53
42.3789,-0.495,5.479,-4.562,11.359
42.3828,0.708,-11.088,-3.557,-16.243
42.3867,-17.674,11.658,-8.058,-19.197
42.3906,-5.845,3.55,-0.971,16.092
42.3945,16.939,-8.629,13.502,-4.516
42.3984,2.545,-26.544,-7.181,4.187
42.4023,16.757,-3.608,-7.683,32.75
42.4062,3.4,-0.319,-2.617,7.447
42.4102,3.744,-0.035,1.539,8.727
42.4141,14.132,-1.95,6.823,21.508
42.418,25.858,-1.111,4.028,11.815
42.4219,-5.236,0.385,-12.782,5.543
42.4258,3.96,5.282,15.288,0.783
42.4297,22.639,0.195,1.382,25.865
42.4336,-11.771,12.562,-0.739,34.665
42.4375,-22.377,11.175,0.539,12.773
42.4414,24.379,4.842,6.741,4.802
42.4453,3.472,-2.19,-1.34,-4.119
42.4492,1.777,13.83,-3.311,1.33
42.4531,-8.154,6.34,-1.324,-10.059
42.457,-8.965,-16.874,0.626,-12.066
42.4609,-13.741,18.672,-10.092,-17.676
42.4648,3.887,0.207,0.68,-19.295
42.4688,0.091,-9.37,0.773,-12.933
42.4727,-17.376,-4.776,17.007,-1.167
42.4766,-4.383,2.049,6.77,-7.833
42.4805,6.05,-14.707,0.454,13.815
42.4844,0.963,7.44,9.192,-9.765
42.4883,-3.313,7.67,2.472,9.622
42.4922,3.925,-2.106,13.992,-9.993
42.4961,-3.006,3.722,6.232,4.613
42.5,-10.752,17.132,8.509,28.684
42.5039,-4.467,8.011,10.679,8.452
42.5078,5.29,-4.087,14.906,1.944
42.5117,15.106,-2.553,9.821,11.67
42.5156,18.677,8.334,-13.931,23.865
42.5195,-10.514,26.715,18.21,13.016
42.5234,20.89,6.324,-1.127,-3.311
42.5273,0.794,3.005,2.098,-4.299
42.5312,0.922,-6.68,-2.184,6.585
42.5352,4.057,1.296,20.9,4.29
42.5391,-5.406,8.591,-2.151,-10.739
42.543,4.702,9.405,15.023,4.087
42.5469,14.798,2.478,7.51,1.021
42.5508,6.975,9.33,17.514,-6.909
42.5547,1.617,2.313,6.9,-10.326
42.5586,-11.011,1.214,-8.611,-17.909
